lemmatized,Sentiment
camera night mode awesomelook cool handy manageable handbattery performance satisfiedcharge super fastperformance goodwide angle camera impactfulshould inbuild music playercan change focus portrait photo capturedoverall satisfied buy,Positive
app open 2 3 min phone get heat min phone heat download game mobile get heated like battery drin zero 2 hr,Neutral
phone overall good positive negative striking issue like battery life way average processor speed fast old 8 gb ram xiaomi phone inspite 12 gb ram camera general feature like sensor good,Positive
battery good drain fast wast le money m game player frequent user surf internet battery die fast whne datum reduce atomatically,Neutral
day usage amazing m notice lot bug glitch device hang randomly camera app break freeze switch photo video mode vice versa plua hang lot online 3 4 3 rd party app instal unacceptable plus,Neutral
pro nice finishback camerasuperfast chargingcon memory card slotfront camera betterfew bug resolvedwork like sharp knife butter complaint vfm product add camera sample,Positive
heating issue camera 1 2 minute s extreme heating check multiple way technician visit show issue try understand heating issue deny replacement bad product get plus amazon suggest buy atleast amazon,Negative
touch good performance nice battery drain fast expect charge quick matter,Positive
waste product not work 9 day lose money time service centre lot time repair 5 day don t product good board complaint oneplus service centre 25 day don t board available lose money bad service disappointed service oneplus,Negative
good phone oneplus 2021 like overall device performance fingerprint sensor snappy decent battery life 5 6 ost camera well oneplus phone color slightly weird look slightly different pic,Neutral
star purchase mobile like brand find mobile satisfe expectation mobile battery charging reduce fast mobile heating everytime process replacement proper response slot time give amazon executive person come check mobile procedure wrost product wrost policy wrost service,Neutral
phone lag battery drain issue didn t 4 hrs continuous ussage network upload low compare redmi k 20 pro operator sim card simultaneously download speed good app clone device go word unusable instantly heating issue want click shit photo s daylight,Negative
value money hangge time day camera good don t like feature excited phone dissatisfied feature use phone recorder person listen option record sound,Positive
review month fast charging amazing charge 20 minute heat issue big fan game excellent clean ui camera good night pdoto excellent good phone compact handy phone weight little high,Positive
don t like camera like realme oppo camera phone 15000 20000 struggle group photo sunlight balance human skin tone s camera focus bad iam disappointed camera s stuck want oneplus camera irritate google dialer wish return return date expire yesterday,Negative
plus 7 past 2 year satisfied hv plus 9 r 3 month good bt good accord price today get plus nord 2 sierra grayi m happy look processor work open app browse internet like buttery smooth camera performance improve model,Positive
s good nord like camerawise display nord 1 buy nord 2 nord 2 good camera feature nord clear image nord 2 good display good camera mobile good camerabest chargingb look,Positive
look good thing need software level ram management need improve camera good well edge detection low light department king range love,Positive
plus discontiune dialer app contact app sm app google dialer app bad record call automatically give warn record worst allow plus dialer app instal major change adversitement advertie buy phone,Negative
90 hz refresh rate definitely deal breaker consider overall value phone offer amazing screen quality outstanding connectivity good build quality loud speaker importantly flagship quality camera regret purchase,Positive
