lemmatized,Sentiment
611,plus nail review 4 5 daysbuild quality blue haze version feel premium love colour lot performance impress overall performance try normal social medium usage 2 3 continuous hour issue try cod high quality frame rate issue 5 6 game bit warm totally normal phone general 90 hz camera decide factor surprisingly good m attach shot hopefully ll help video decent price range merger oppo actually feel like upside ai color give photo nice punch camera decent night mode good sound 2 speaker loud sound lack little bass fine high quality audio use earbud 4 5 phone speaker bit loud feel quality improve little bit charge battery life decent 65 w charge blow mind 10 100 25 30 min impressive conclusion satisfying purchase think buy rounder value money,2
612,overall good performance price range pro camera quality good ois work fine low light condition fingerprint reader fast display good fast 65 w charge take 30 min chargecon refresh rate ve 120 hzbattery backup ve well camera average far satisfied quality pricing,2
613,having professional quality dslr s night mode insane phone portrait mode excellent phone blow mind camera quality overall like excellent package price point highly recommend look flagship feature 30 k oneplus finally redeem sub par phone 2 year,2
614,5 month s feedbackafter 5 month s usage performance phone slowly degrade heating issue frequently day phone getting discharge fast early slowly steadily phone s performance go don t use phone game use call whatsapp etc initial feedbackgood usage gamer purpose daily usage work fine battery good charging fast feature explore fully satisfied phone till thank,2
615,display quality poor look directly white page part screen warm cool slight tilting show rainbow colour white page ruin experience talk review youtube thought maybe unit have issue friend nord 2 issue search internet find nord ce user complain bad display exact issue recently friend nord 1 find issue think nord line curse bad display look like oneplus doesn t care user feedback bad return amazon s return policy,0
616,overall review phone excellent pro con pro win majority feature con phone doesn t ip rating s dark spot oneplus india don t know rain ll accidently drop water s end con rest come pro table hope oneplus add ip rating lineup future phone,2
617,touch sampling rate low mid range phone 120 hz notice low quality display low brightness nord 1 ce find thing nt mention expect good display touch experience price point purposefully lower performance chipset phone score low benchmark phone soc dc 1200,2
618,s handy non bulky phone size nice great weight balance speed fabulous camera quality mark purchase mobile colour option look feel great nice provide box thank oneplus amazon timely delivery,2
619,gamer moderate user write thi review 10 day use oneplus nord 2 overall phone decent battery life good 10 12 hrs continue use fast charging pretty good screen refresh smooth rear camera unbeatable camera disappointing mark 32 mp little bit heat charge charge cool fast heating issue operation ve rate 4 8 5,2
620,oneplus nord 2 5 g sleek body sturdy body premium feel good android oxygen os base phone opt relaxed use reviewer hype upto mark 28 32 k price range ok kind phone opt comparison plus nord 2 5 g phone available google pixel 4 launch india service centre aspect nord 2 well choice open mind opt oneplus nord 2 5 g google pixel 4 iphone se,2
621,camera superbfront camera goodspeaker nicebattery amazingcharger superdusti 4 star bcoz suffer issue app auto exit sd storage error msg overall phone completly outstanding,1
622,tell phone charge 15 20 min m impressed issue phone like 1 st auto audio recording phone auto recording manually get know recording 2 nd battery life phone charge work 12 hour,2
623,enjoy smooth gaming bgmi nyc camera need focus little bit little setting accord pic perfect shoot good video stabilization 4 k video totally smooth focus loos shoot video happy purchase good phone range point view,2
624,great phone flagship feature forget late snapdragon chip difference experience love phone probably camera maybe slighly plus 9 pro mark well plus previous series like 8 selfie camera well plus 9 phone 65 watt charging amazing 29 minute charge worrying battery,2
625,phone month got to admit s astonishing phone ve good price range display ve 120 hz 90 hz work smooth camera expect solid battery life amazingly surprise easily give screen 8 9 hour performance marvelous overall good phone,2
626,let differentiate nord 2 pixel 4 camera definitely pixel 4 afeature nord 2 quick charge nord 2 look nord 2 screen size nord 2 value money pixel 4,1
627,hiiam disappointed worried nee mobile plus hearing news mobile explode call like want exchange mobile brand value u offer price issue link life threaten matter consider request thank,0
628,phone good tell con feel phone well 1 headphone jack connector include box 2 earphone mode setting available oneplus phone 3 battery backup day max 36 hour case use phone phone 4 fan oneplus camera situation 5 fingerprint scanner display,2
629,receive phone 4 day phone look feel superb display good bright outdoor usage performance wise phone lag time camera good fingerprint scanner feel bit slow switch phone physical fingerprint scanner phone hear lot oxygen os break expectation software buggy battery backup ok 65 w charger good job,2
