,review
87,"  Worst product by samsung.Don't buy this mobile.Very slow charging. In one hour charge upto 3 to 4 percent onlyDisplay is too poor qualityDischarge very fast . In a day you have to charge 2 timesCamera is very bad.
"
88,"  Very worst phone. Just waste of money and time. I did not any support from Samsung team and Amazon. The battery and charger getting heated up. When I call Samsung customer service they said as you have purchased from Amazon they will not support. Amazon team say that as this a Samsung phone you can call them. They are playing games and I was completely cheated by them. If you purchase from Amazon Samsung team no warranty for this product is only 7 days from the day of purchase.So be careful before you purchase the electronic from Amazon you can get cheated them.I have paid RS 11000 towards this phone.
"
89,"  Hi Guys, dont buy this mobile. Front camera is too bad although it has 8mp. Main camera has 48 mp. But still there is no night mode, continuous shots panorama options. I used to have all these options in my earlier samsung mobile which is a 3 years back model. Mobile gets heated very easily although I just use it for calls and little browsing . Display is not amoled so dont expect much quality here.Phone is too heavy to keep in pocket also. And finally amazon is not replacing phone although we complaint on the first day of receiving it, they simply arrange a technician visit in the last 7 days they arranged visit for 3 times . But no technician visits simply they call from Gujarat when mayne is Hyderabad and simply say we will replace mobile but to amazon they say everything is fine and close the ticket. So finally understand that these technicians are nothing but amazon employees only and Amazon I'd dragging till the replacement deadline ends . They never gonna replace mobile also leave about return.And finally this is my first mobile bought in Amazon. Till now I used to buy in Flipkart. I never had any issue with Flipkart. I decided not buy any electronics in amazon from now onwards. Finally I felt I wasted around 9k on this shit model from Samsung and buying in the great indian bluffing sale of amazon. Thanks to Amazon and Samsung for your wonderful committment to customer. You keep loosing for sure many customers during to ur bluffing stuff.
"
90,"  ""Sir, I am really sorry however, M12 supports 802.11 b/g/n 2.4GHz.""- This is the response from Samsung customer service when I inquired why not able to detect to my Router 5G. Even 6K Chinese mobiles have 5G detection - so before you buy think and check as the mobile has very limited features. The battery life is not great while it is 6000.... and camera is very normal standard. The mobile as a whole is a big compromise to the cost and is not a value for money product.
"
91,"  Pros :6 gb ram128 gb storagePlus 48 mp back cameraHuge 6000mah batteryLooks are pretty good as wellFingerprint sensor is on the sideCons :Front camera is horribleScreen is not upto the markDue 6k mah battery it is little bit heavyOnly 15 watt chargerNo slow mo or other features in cameraConclusion:If you use it for general use, storage, binge watching it is a great phone but if u are gamer, photo addict, looks then it's not worth it.Although great phone by Samsung in this price range.
"
92,"  I bought this phone for reputed brand, 128GB memory, 6 GB RAM.But my bad nothing is working :- It buffers every 5 seconds in each and every audio, video including downloaded videos/audios.- Does not have 5GHz wifi singal acceptance. It shows only 12 Mbps for a 200Mbps fiber comnection for 2.4GHz wifi signal.- Mobile voice network is always low. Voice break always happens, where as all my other mobile works fone.- All applications are very slow and crashes. (Faulty software even after updates).- Sound system including ring tone is very low.- Hotspot goes off multiple times without any reason.- Battery backup 12-14 hours and takes too long to charge- No support from Samsung (Closed 3 tickets without responding)Please don't buy, you will waste yor money.
"
93,"  Very disappointed, single band wifi doesn't support 5ghz WIFI band. My 5years old Lenovo k4 note mobile able to connect 5g wifi.  Future is 5g. But this mobile not even supports to connect 5g wifi network
"
94,"  I bought Samsung Galaxy M12. Initially, the mobile worked good but for the past 3-4 days the mobile is geting heats up even without using and while charging it hets heats up.Since this mobile carried 1 year warranty for manufacturing device and 6 months warranty for in-box accesories including battery.I request Amazon or Samsung(manifacturer) to replace the said mobile at the earliest.
"
95,"                    The media could not be loaded.
"
96,"                
"
97,"   Battery life has just blown me away impressively... A great screen and a good processor... I play heavy games on it. I'm just loving it so much. 90 herts refresh rate at this price... Feels even better than my one plus 7 pro and I feel no difference between this and my s21 ultra
"
98,"  Cons-Camera is average.Display dosent feel as smooth as 90 hertz it feels just like normal display.Battery life is ok but not as per 6000 mah only last 1.5 days with moderate usage.Also samsung does not provide any back cover with this mobile so if u buy this mobile do purchase a backcover.Pros-Customisation of samsung is good...lot of themes to change the look of your mobile screen.Buit quality is ok.Sound quality is good.Fingerprint reader is fast.Don't trust Youtubers who are just marketing this mobile for sake of money....These people are biggest frauds.
"
