,review
232,"  I thik it is the best product in this range of smartphone devices. Camera quality is good with AI, but need to improve more. battery life is sufficient for the whole day continuous use. Fingerprint sensor is working smoothly. I mostly use it's focus mode feature to spend my time in fruitful tasks and stay away from any kind of distraction. Overall it is a good product. I like it.
"
233,"  I HAVE BOUGHT THIS PHONE EXACTLY ONE MONTH BEFORE FROM TODAY.IT IS 17TH FEB 2020 AND I BOUGHT IT ON 17JAN 2020.ON THIS DAY THE PHONE SUDDENLY STARTED GLITCHING ON IT'S OWN.THE LCD SCREEN IS NOT WORKING.THERE IS NOT ONE SINGLE SCRATCH OR DENT ON THE PHONE.I WAS WATCHING VIDEOS ON IT.I KEPT IT ON THE TABLE AND WENT TO WASH MY FACE.I CAME BACK AND SUDDENLY THE SCREEN GOT TOTALLY DISTORTED.NOT AT ALL GOOD.
"
234,"  Recently I have purchased this mobile and within 15 days mobile's problem occurred. This mobile automatically switched off and then switched on... Again I have faced same problem and now this mobile is not working...... Amazon guys straightly avoided my problem by saying about their 7 days return policy..REDMI Service Centre address which is given on Internet also faulty. I have personally visited 2 service centre but now they had shifted elsewhere......
"
235,"  Within 2 months the device showed issue by not connecting to mobile network. Tried re- booting and re-inserting sim but nothing working... It was really frustrating experience.. Primary purpose of a mobile phone has stopped working..Called Service centre and I was informed about a couple of steps including some updates and factory reset. There was some issue with the software updates, which was supposed to be automatic OTA. If an update (which the user was not aware of) stops the phone to connect to a mobile network, then it is really tough to debug, if someone is not there to help you with the required wifi or technical expertise.
"
236,"  Camera quality is very bad. Also it started to hang while using. My mother in law is using this mobile and she only watch YouTube and use it for making and receiving calls. Sad.
"
237,"  An amazing smartphone from Mi with all the basic and lovable features needed for me within the price limit of 8000. I got this phone for 7499 rupees for the 4+64 GB variant. It is among the few phones to give 4GB RAM under 7500 rupees.
"
238,"  I bought this mobile for my mom and it was a huge upgrade for her as she was using Redmi 4 earlier. Also I got Rs 2200 discount for the exchange. Overall the mobile is pretty good for daily use. She can make video calls from Whatsapp, browse facebook for a while and watch youtube videos. I have noticed little bit lag while opening the apps but it's not significant. Camera is okay for daytime photography. Overall I will give 3/5.
"
239,"  Music player automatically slow down in the middle of the song playing, please response this problem.As per this model of mobile, camera needs protection of back cover because without back cover camera not in a safe position when anybody uses this mobile and puting on table or anywhere.I don't like this you don't provide back cover for this mobile. As per current situation of covid, shops are not opened,I am not able to buy back cover of it
"
240,"  Battery is good, fingerprint sensors are average, screen size is good and works well under bright sunlight.Coming to the camera, camera is below average, I compared the camera with realme 1 phone and picture quality of redmi 9 is poor as compare to realme 1.
"
241,"  Issues are arising when YouTube videos are played. It is hanging. Charging  is too slow. Even processor is slow.Shall update after 1 month of use. Hope it survives that long.
"
242,"  Redmi 9 mobile I was bought a month ago but now phone showing hanging problem it's really shocking to me internal storage 4/64 but i always face hanging problem it's very unfortunately but it's true my opinion to new peoples think about buying this mobile please avoid it.
"
243,"  I really love this mobile gifted to my mom marriage anniversary all are best in this price segment ❤️ love this Best phone all specifications and fingerprint face unlock works fastly and sim network work perfectly loved it thankew so much Amazon great Amazon all services and delivery on time as always 🙏❤️
"
